Name,Score,Keyword,Time,Purchase,Text,votes,Helpful_Votes,Experience,product_name
Vivek,3,Three Stars,2-May-18,,I give order in lightning deal at 599 and payed 699... at sale amount. Looks so good but lock was damaged and this is not good as i think.,,8,2,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Amazon Customer,1,seems like good enough but once received it not satisified with ...,22-May-18,Verified Purchase,According to price watch is not worth; seems like good enough but once received it not satisified with the expectations,8 people found this helpful,48,3,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Amazon Customer,4,Four Stars,5-Sep-18,Verified Purchase,,,13,3,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Prasanna,5,Satisfactory purchase??????????,9-Apr-18,Verified Purchase,Really liked it much after receiving it than saw it in amazon. Was worried about its quality initially but it made me happy when i got it. This was my third experience in buying watches through amazon and all the times it was very satisfactory. Thanks amazon for having genuine vendors.,13 people found this helpful,28,3,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Afza,4,Four Stars,6-Jul-18,Verified Purchase,Beautiful,,31,3,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
ritesh,4,Delicate with addic logo,14-Oct-18,,Packing okay. Very small and delicate but with brand logo. No stop cap on pivot. Hope the machine not of ?60 inside. Looks good though.,Helpful,110,2,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
LeelaKrishna M,1,very cheap quality,30-Nov-18,,The watch looks so cheap and worst quality. definitely not worth the price. no better than those 100 rs watches on roadside,Helpful,96,5,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
ravinder verma,5,Beautiful watch,1-Aug-18,Verified Purchase,Beautiful watch..just as beautiful as shown. Thanks for the free band along with the watch.,,1,4,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Dhananjay Jadhav,2,Poor built quality,29-Sep-18,,Poor built and cheap looking watch. Not a good idea to gift it. Chain opens up automatically. Hardly used 3 times and it started showing such signs.,Helpful,111,3,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Faroz,3,durability,8-Oct-18,,Watch works well... been months now since I had it..didn't need any repair yet... front side...very nice....back side...changed to brownish color...after use...,Helpful,60,5,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
KAMBLE BALAJI RAMA,1,Faltu hai paisa waste product hai na kharido bharat hai shop main kharide,20-Feb-19,,Product to bakwas hai aur paisa bhi waste time waste shop main jakar khud lena chahiye taki paise ki value aur product me difference decide kr sakenge,Helpful,32,3,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
NiKunja,1,One Star,18-Jul-18,Verified Purchase,So nice and so good..very satisfy,,87,1,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Anshul Meena,5,Addiction of watch wearing learn this piece of watch,15-May-18,,My girlfriend (baby) is very happy & satisfied after wearing this sexy girl watch.,,131,3,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Santhosh Kumar,5,Awesome product. Delivered as shown in image looking smart ...,21-Jun-18,,Awesome product. Delivered as shown in image looking smart and stylish for this price range.. packaging was excellent.....thanks Amazon and team????,Helpful,54,1,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Krishnaa,1,Not good,21-Oct-18,,I had this problem with addic watch..looks beautiful but stopped working the next day itself,Helpful,115,4,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Prashant Sonawane,1,Bad quality watch,30-Dec-18,,Bad quality products . After using 1 time the blue diamond remove from watch. Pls don't purchase this type of quality watch,Helpful,56,1,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Aamir Naqvi,5,nyc product.... value for price,12-May-18,,It was nyc product as shown in pic. And the packing was also good. Till now i have not found any problem with the product. It is value for money.,Helpful,58,2,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Priya jeya ganesh,4,Amazing fab gorgeous,10-Apr-19,,Looks gorgeous and so for no problem with it at all. Received is Same as expected from Amazon. Great job!,Helpful,136,4,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
hariprasad,1,One Star,13-May-18,,Its not working. Cheap quality. Pls dont sell this type of itoms in amazon.,One person found this helpful,13,2,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Aamir,4,Amazing ?? Watch For Gifting Purpose,20-Oct-19,,Very nyc watch really like my jaanu always good product Amazon,Helpful,117,5,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Apurba,1,Do not tick on gift wrap this is nothing to wrap !!!,29-Jul-18,,I am paying for gift product but do not give me wrap...So this was false option... Tick on gift wrap....!! I am disappointed ...,Helpful,21,2,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
KIRAN PATEL,1,good,16-Jun-18,,Sober looking. good watch,Helpful,32,3,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Arunraj,5,Five Stars,8-Jul-18,,Gorgeous Loking cool thing...,Helpful,75,4,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Mohak,5,Five Stars,7-Aug-18,,Nice,Helpful,88,1,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Amazon Customer,5,Best gift for my wife.....!!,31-Oct-18,,I purchase it for my wife. It is same as shown in image. My wife likes it. I buy it in Rs.299 only. Good value for money.,Helpful,130,1,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
KOSHALYA DEVI,4,Lovely,26-Jan-19,,Nice product and good service amzoneBest watch looking and choice batter than watch and other product batter and amazing,,74,4,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Mayuri,4,Four Stars,19-Sep-18,,Lovely watch. No complaints.,Helpful,118,4,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Venkat Bandi,4,Stylish and Good one,14-Sep-19,,Stylish and Good one,Helpful,88,5,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
AJAY ARUN,5,Five Stars,10-Aug-18,,Excellent,Helpful,25,4,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Mayank goyal,2,Unsatisfied quality,22-Jan-19,,Not a satisfying product and the text was not printed properly in a gift item please fo not buy this product,Helpful,49,5,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
mohammed jaweed khan,4,Best,6-Oct-18,,Best,Helpful,129,2,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
S. M.,1,Very bad,4-Sep-18,,Delavari boy bad,Helpful,110,3,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
danny kumar,4,Four Stars,15-Jul-18,,Nice and good as expected worthy,Helpful,126,3,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
JAGADEESH S,2,Boxs light damage,12-May-18,,Boxs light damage,One person found this helpful,75,4,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Gourav Tanwer,4,Product Quality very nice,8-Dec-17,Verified Purchase,Very good and premium looking 4 star because of bad and care less way to pack other wise for ?? {??????????},,15,5,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
N Muni Sekar,4,Four Stars,22-May-18,,good one.,Helpful,20,1,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Abdul Khayyum,5,Five Stars,19-Aug-18,,So beautiful watch iam veryhappy,Helpful,49,3,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Seema Srivastava,4,Pretty product,27-May-19,,Its nice,Helpful,85,3,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Chaman Singh,3,Not good how much i aspact.,3-Oct-18,,Too small. Beautiful design bt not full satisfaction about it.,Helpful,83,1,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Jerin,5,Good,10-Aug-18,,Good One,Helpful,55,2,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
sam,5,Awesome product,12-Oct-18,,Very nice product..Looks awesome,Helpful,126,5,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Ravi karthik,4,Size,22-Jul-18,,I have a doubt.... Whether the size is adjustable or not...to everyone hand....,Helpful,148,5,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Sarika Arora,3,Three Stars,31-Aug-18,,The watch is damn beautiful but the lock system is defective.Kindly help.,Helpful,18,2,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Amazon Customer,2,Two Stars,3-Sep-18,,quality of the material not good for the price range....,Helpful,112,2,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
md wasim,5,Nice looking,14-Oct-18,,Very nice product every thing is well,Helpful,108,3,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Amazon Customer,2,Value for money product,10-Aug-18,,Normal Product. But all over good,Helpful,14,1,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
CHANDAN RAJ,4,Four Stars,22-May-18,,best quality watch at this price..,Helpful,103,5,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Akshay,5,One of the Best gift options,3-May-18,,Its really a nice watch...Damn happy with the product...thanks Amazon..!!,Helpful,132,5,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Edward O.,4,Four Stars,30-May-18,,Nice watch delivered just as is on the pictures.Delivery is also timely,Helpful,46,3,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Rajkumar chatterjee,5,Very nicr,7-Jun-19,,Very nice,Helpful,18,5,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Namdeo Warbhe,5,Excellent,3-Aug-18,,Excellent Product,,39,3,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
anish,1,Worsted purchase ever,19-Jan-18,,Bad deal for this price price is too high quality is ok ok,Helpful,107,3,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Rajesh,4,Four Stars,10-Jul-18,,its beautiful... durability is to be ascertained..,Helpful,62,2,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Amazon Customer,1,Bad quality,22-Jun-18,,The glass got broke only with slight pressure - poor quality,Helpful,91,3,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Rabindra N.,4,Nice,24-Aug-19,,It is a very good and stylish watch...,Helpful,106,1,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
KALIMUTHU,5,Nice for gift,19-May-18,,super product for a gift,Helpful,20,4,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
MAND£€P $¡NGH,5,Five Stars,15-Sep-18,,It looks nice.,Helpful,105,2,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Daniel,5,The best online shopping,1-Aug-18,,Super and looking lovely,Helpful,62,4,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Frostshadow,4,Four Stars,14-May-18,,Nice,Helpful,101,4,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Shyamaprasad K.,4,Four Stars,25-Jul-18,,Good product at its price range,Helpful,37,3,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Amazon Customer,5,Five Stars,24-Aug-18,,Good product with excellent design,Helpful,72,5,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Rahul.k,5,Five Stars,21-Jan-18,,Nyce good looking watch...Very good product with this budget...,Helpful,51,3,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
sivakumar,4,Ok good product,14-May-18,,Nice looking,Helpful,127,2,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Ramesh,1,Wrost product. It stop working in 2 days.,9-May-18,,Wrost product.It stop working in 2 days.,Helpful,149,5,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Vishal,4,Four Stars,3-Aug-18,,I gifted to my mom she like it very much,Helpful,70,3,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Amazon Customer,3,Three Stars,7-May-18,,Reasonably a good product.,Helpful,77,1,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Jeetu Kumar,3,Three Stars,21-Aug-18,,Nice product,Helpful,146,5,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Manish,1,Bad,11-May-19,,Polish is not durable .. not good,Helpful,53,5,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Mahesh,3,Three Stars,21-Jul-18,,Not bad....,Helpful,35,1,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Priyanka Passi,3,Price is high??,15-Sep-18,,Price is high for the product....,Helpful,137,2,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Ram,1,lock broken,12-Oct-18,,waste,Helpful,40,3,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Mohan G,2,Worst product,6-Aug-18,,Dial case not working,Helpful,22,3,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Amazon Customer,3,Worst packing,16-Mar-18,,Product is k but very very worst packing,Helpful,96,4,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
NoOne,3,finishing is not good..,16-Mar-18,,Ok product in 499 RS..finishing is not good..,Helpful,29,4,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Amazon Customer,1,One Star,10-Aug-18,,Very bad product don't buy,Helpful,54,3,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Wasiya shaik,4,Four Stars,20-Apr-18,,It's fine,Helpful,76,4,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Amazon Customer,5,Five Stars,26-Jul-18,,Nice watch,Helpful,90,5,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
gurvinder singh,4,Four Stars,5-Aug-18,,Very nice watch,Helpful,56,5,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
VJ.Madhesh Kumar,5,Five Stars,23-May-18,,quality product.,Helpful,101,2,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Sudhir,5,Five Stars,3-May-18,,Perfect watch ..... looking very beautiful,,49,2,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Sitaram s.,4,Four Stars,20-May-18,,Nice product...,Helpful,3,2,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Amazon Customer,1,One Star,6-Sep-18,,Bad,Helpful,96,1,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Burhani Tools And Fasteners,1,One Star,13-Aug-18,,I downright sucks.,Helpful,34,4,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
G V Narasimha Rao,5,Five Stars,10-Jun-18,,Good for the price,Helpful,149,5,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
kiruba S,5,Five Stars,14-May-18,,So beautiful. Thank you amazon,Helpful,75,1,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Devakanta,4,satisfied,19-Oct-18,,nice but after using 2 months its color has faded,Helpful,91,3,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Amazon Customer,5,Great Service,15-May-18,,Nice Watch,Helpful,113,4,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Rakesh,2,Damaged product.,26-Jul-18,,Dissapointed??,Helpful,32,3,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Meena Nautiyal,5,Five Stars,21-Jun-18,,Very nice watch,Helpful,26,1,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Prashanth,5,Five Stars,1-Apr-18,,Looks good,Helpful,34,4,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Robvandom,5,Five Stars,17-Aug-18,,Good one indeed,Helpful,95,4,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Ramesh,1,One Star,12-Jul-18,,Not working,Helpful,65,1,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Amazon Customer,4,Nice,21-Jul-18,,Very nice,Helpful,117,1,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
SANTOSH,3,Three Stars,12-Apr-18,,nice,Helpful,133,1,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
msk manohar,4,Nice gift item,1-Oct-18,,It's elegant look is awesome,Helpful,121,5,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Kiruba,5,Five Stars,26-Mar-18,,Buy now my watch,Helpful,69,2,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
DEEPAK RATHORE,5,Five Stars,7-Jun-18,,Nic...,Helpful,94,3,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Priyanka,5,Five Stars,23-Jul-18,,Its awesome,Helpful,89,3,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
T.Gopal Reddy,5,Thank you addic,13-Mar-18,,Amazing watch..... I thank amazon to make it available in the store...Best way to show our love.....,,21,4,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Amazon Customer,5,Nice product. Delivered before the estimated time and awesome ...,7-Feb-18,,Nice product. Delivered before the estimated time and awesome look and my friend was very impressed and love the gift.. Thank you !!!!!!! Amazon.. Really great product.. Worth for money,Helpful,38,2,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
praveen kumar,5,Good,6-Oct-19,,Good value for money product,Helpful,22,5,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Shahbaj alam ali,1,Bad,6-Nov-19,Verified Purchase,Bakwas,Helpful,138,2,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Gopi,5,Good,6-Nov-19,Verified Purchase,Good,Helpful,98,2,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
rakesh.patel,5,Nice,6-Nov-19,Verified Purchase,Nice,Helpful,48,5,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Amazon Customer,5,Nice watch,26-Oct-18,Verified Purchase,Supersss,Helpful,37,1,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Ñêèlkäñt Jàrïýâ,4,Design,10-Nov-19,Verified Purchase,Nice design,Helpful,98,3,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
p.mothis rajan,5,Nice piece,23-Oct-18,Verified Purchase,Super design,Helpful,28,1,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Sudhir B.,5,Nice product and value for money,6-Oct-19,Verified Purchase,Model is as shown but it is suggest that you have to mention dial size in each model so selection is more batter for customer.,Helpful,7,5,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Amazon Customer,4,Good gifts,8-Nov-19,Verified Purchase,Good,Helpful,141,4,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Mohd afroz,1,Wasrast,15-Nov-19,Verified Purchase,Warast,Helpful,77,3,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Bidyut,5,Five Stars,6-Jun-18,Verified Purchase,Nice product. Value for money.,Helpful,15,2,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Kanhu charan Bisoi,2,Nice,17-Nov-19,Verified Purchase,Nice,Helpful,68,4,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Shiva Prasad,2,Just ok.,11-Nov-19,Verified Purchase,Just ok.,Helpful,145,2,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Amazon Customer,2,Bad,8-Nov-19,,Bad,Helpful,110,5,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Himangshu Thakuria,5,Stylish,5-Mar-19,Verified Purchase,Good,Helpful,12,5,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Sandeep Singh,4,Four Stars,30-Jan-18,Verified Purchase,Nysh watch,,254,4,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Amazon Customer,3,Belt is very bad quality.,16-Oct-16,Verified Purchase,Its looks very cheap product! Belt is very bad quality.,15 people found this helpful,266,4,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Shabaan Rasheed,5,Amani,10-Oct-18,Verified Purchase,fabulous item ...wow I am very happy after receiving it overall superb..,,227,1,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Amazon Customer,1,Zero star. Watch does not work.,7-Oct-18,Verified Purchase,The watch literally doesn't work.. not because of battery but some other issue which isn't repairable. Tried returning it but Amazon won't accept. Disappointing.,One person found this helpful,116,4,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Alok N.,2,Low quality,13-Dec-18,Verified Purchase,The watch is same as it shown but can't hit my expectations because the quality of this watch is very bad it's a waste of money for me.,One person found this helpful,77,2,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Dr ashly,4,Small dials r nonfuntional otherwise very goood,24-Sep-18,Verified Purchase,Got the watch! It is similar to the pictures shown.Good to use in fun kind of occasion.But i realized after buying that the small dials r just for beautifing purpose & non functional.But it is completly my fault because they did mention it in d description which i skipped.So keep this in mind nd buy.ya all in all not a bad choice,Helpful,175,3,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Riti Ghosh,3,Look wise it's good but it's not that attractive as shown in the ...,23-May-18,Verified Purchase,Look wise it's good but it's not that attractive as shown in the display . Rose pink colour of the dial is golden . The quality of the belt is low and can be damaged due to rough use .,Helpful,272,4,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
viji,5,good product,24-Oct-17,Verified Purchase,very good product...i received exactly what shown in the pic...worth for money ......feeling happy......,2 people found this helpful,69,4,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Mrs Khan,4,Four Stars,29-Sep-17,Verified Purchase,quality product at this rate ....delivered early in 4days,3 people found this helpful,51,2,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Akshat Bhatt,4,Bad Quality Color Of Strap,17-Oct-18,Verified Purchase,The Dial Is quite perfect. But i dont like the color of strap. It should be. Little shiny and somewhat dark in color i.e. resemblance with the dial.,Helpful,254,1,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Amazon Customer,3,Good product.,18-Nov-16,Verified Purchase,Watch is good but colour is different from displayed picture.. if u want proper dark blue colour then don't go for it.,6 people found this helpful,217,2,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Sarmishtha,5,nice watch,17-Oct-18,Verified Purchase,beautiful watch.....nice colour....looking beautiful.....thank u AMAZON,,111,3,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
*******,1,Colour is different as shown in picture,9-Dec-18,Verified Purchase,Watch is good but colour is different from displayed picture.. if u want proper dark blue colour then don't go for it.,Helpful,169,4,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Mathura Nath Dutta,4,Satisfied ??????,8-Nov-18,Verified Purchase,Beautiful and light weight. Satisfied with the product.... Thanks Amazon but the price is slightly higher...........,,36,1,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Amazon Customer,2,But does not look like women's watch,25-Oct-16,Verified Purchase,It's OK type of watch...But does not look like women's watch..,3 people found this helpful,240,2,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Ramadevi,1,Waste product...,7-Jun-19,Verified Purchase,This is very cheap product...it looks very beautiful in the demo picture...but after delivery I came to know how waste quality it is... Please don't purchase this type of items...,Helpful,50,4,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Ghazanfar sharif,3,Three Stars,1-Sep-18,Verified Purchase,Very cheap watch and its not so premium as much it shown in picture,Helpful,273,4,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Nikita,1,Rubbish,1-Nov-19,Verified Purchase,Bekar .....Do dino k baad hi bandh ho gaya... rubbish at all....,Helpful,214,3,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
girish,1,One Star,1-Dec-17,Verified Purchase,very bad quality product. even the colour we received was different. dont waste time and money.,One person found this helpful,35,2,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Brijesh Rathod,1,Bt m not satisfied with my order because that wrist watch is not ...,27-Aug-18,Verified Purchase,I jst received my order of wrist watch.. Bt m not satisfied with my order because that wrist watch is not working.. Watch cell is dead.. So what can i do. Pls help,Helpful,214,1,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Merin,1,One Star,9-Oct-17,Verified Purchase,the quality of this watch was pathetic. Not at all satisfied with this..I lost trust on Amazon after this.,2 people found this helpful,285,4,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Manisha,5,Aswm watch,21-Oct-18,Verified Purchase,Exactly as show no difference in color. And the best thing no change in color with regular use,Helpful,210,2,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
MD. IRFAN,5,Five Stars,30-May-17,Verified Purchase,LOVELY PRODUCT,One person found this helpful,170,1,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Suresh Kumar Pandey,5,Attractive watch..,6-Oct-18,Verified Purchase,Don't wait go for it.. It increses ur wrist's beauty by 200%..,Helpful,231,3,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Bidisha Dutta,4,Good product. Looks great,11-Mar-17,Verified Purchase,Worthy of your money. Good product. Looks great. Dialer size is little big than the women's watch. But looks great..Happy with the product,One person found this helpful,158,1,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Amazon Customer,3,Three Stars,3-Dec-16,Verified Purchase,Reached on time...but the watch is not as classic as we see in the photograph,One person found this helpful,37,3,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Shahid ansari,4,Good for budget gifting,17-Feb-19,Verified Purchase,Decent look and color.Value for money. I have gifted this to my sister.Good for budget gifting.,Helpful,74,2,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Zubin Ray,5,nagpur to assam in just 3 days very fast delivery with blue dart,9-Aug-18,Verified Purchase,Omg It's very fast delivery .. Nagpur to Assam in just 3 days omg.. And product quality is not very high but it's looking to good and I love it??,Helpful,107,1,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Amit vij,4,Gud,22-Apr-17,Verified Purchase,Gud but its strap was so light ...... It have several cracks,One person found this helpful,81,2,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
geeno,5,review.,30-Jun-19,Verified Purchase,looking is good,Helpful,16,1,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Amazon Customer,5,Good product,31-Oct-19,Verified Purchase,Good and nice look,Helpful,289,3,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Vivek R.,1,One Star,2-Sep-17,Verified Purchase,Does not even work.,One person found this helpful,156,3,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Janani,3,Alngo blue dial,10-Feb-19,Verified Purchase,This nice products. But this war was not bad. This nice colour blue . Copper colour metal colour didn't remove .this products not bad,Helpful,96,3,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Amazon Customer,1,One Star,10-Nov-17,Verified Purchase,Very bad quality.. Product is also torn out.. Waste of money plz dint go for it,One person found this helpful,31,4,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
sumanbakshi,4,Great with jeans!,23-Aug-19,Verified Purchase,I neesed a watch where I didnt have to squint for the time. This is clear and the blue is trendy to wear with jeans,Helpful,186,4,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Amazon Customer,3,Ok,10-Apr-19,Verified Purchase,Ok ok,Helpful,71,3,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
